Id,Name,Description,WeaponName,RarityName,PictureUrl
26,Desert Eagle | Fennec Foxcccc,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range.",Desert Eagleeeee,Classifieddd,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_deagle_gs_deagle_fennec_light.png
912,P250 | Ripple,"A low-recoil firearm with a high rate of fire, the P250 is a relatively inexpensive choice against armored opponents.",P250,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_p250_am_p250_sputnik_light.png
913,P250 | Red Rock,"A low-recoil firearm with a high rate of fire, the P250 is a relatively inexpensive choice against armored opponents.",P250,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_p250_cu_p250_axiom_light.png
914,P250 | See Ya Later,"A low-recoil firearm with a high rate of fire, the P250 is a relatively inexpensive choice against armored opponents.",P250,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_p250_cu_p250_cybercroc_light.png
915,P250 | Dark Filigree,"A low-recoil firearm with a high rate of fire, the P250 is a relatively inexpensive choice against armored opponents.",P250,Industrial Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_p250_am_ren_dark_light.png
916,P250 | Vino Primo,"A low-recoil firearm with a high rate of fire, the P250 is a relatively inexpensive choice against armored opponents.",P250,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_p250_gs_p250_checker_light.png
917,P250 | Facility Draft,"A low-recoil firearm with a high rate of fire, the P250 is a relatively inexpensive choice against armored opponents.",P250,Consumer Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_p250_hy_blueprint_red_light.png
918,P250 | Exchanger,"A low-recoil firearm with a high rate of fire, the P250 is a relatively inexpensive choice against armored opponents.",P250,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_p250_hy_ducts_blue_light.png
919,P250 | Nevermore,"A low-recoil firearm with a high rate of fire, the P250 is a relatively inexpensive choice against armored opponents.",P250,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_p250_aa_p250_gravediggers_light.png
920,P250 | Drought,"A low-recoil firearm with a high rate of fire, the P250 is a relatively inexpensive choice against armored opponents.",P250,Consumer Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_p250_sp_desert_skulls_dawn_light.png
921,P250 | Verdigris,"A low-recoil firearm with a high rate of fire, the P250 is a relatively inexpensive choice against armored opponents.",P250,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_p250_aq_p250_verdigris_light.png
922,P250 | Inferno,"A low-recoil firearm with a high rate of fire, the P250 is a relatively inexpensive choice against armored opponents.",P250,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_p250_gs_p250_inferno_light.png
923,P250 | Black & Tan,"A low-recoil firearm with a high rate of fire, the P250 is a relatively inexpensive choice against armored opponents.",P250,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_p250_hy_desert_multicam_light.png
924,P250 | Cassette,"A low-recoil firearm with a high rate of fire, the P250 is a relatively inexpensive choice against armored opponents.",P250,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_p250_cu_p250_cassette_light.png
925,P250 | Contaminant,"A low-recoil firearm with a high rate of fire, the P250 is a relatively inexpensive choice against armored opponents.",P250,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_p250_cu_p250_infect_light.png
926,P250 | Bengal Tiger,"A low-recoil firearm with a high rate of fire, the P250 is a relatively inexpensive choice against armored opponents.",P250,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_p250_hy_p250_tiger_light.png
927,P250 | Cyber Shell,"A low-recoil firearm with a high rate of fire, the P250 is a relatively inexpensive choice against armored opponents.",P250,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_p250_gs_p250_cybershell_light.png
928,P250 | Digital Architect,"A low-recoil firearm with a high rate of fire, the P250 is a relatively inexpensive choice against armored opponents.",P250,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_p250_aa_vertigogeo_neon_light.png
929,P250 | Visions,"A low-recoil firearm with a high rate of fire, the P250 is a relatively inexpensive choice against armored opponents.",P250,Classified,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_p250_gs_p250_visions_light.png
930,P250 | Re.built,"A low-recoil firearm with a high rate of fire, the P250 is a relatively inexpensive choice against armored opponents.",P250,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_p250_cu_p250_rebuilt_light.png
931,P250 | Apep's Curse,"A low-recoil firearm with a high rate of fire, the P250 is a relatively inexpensive choice against armored opponents.",P250,Classified,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_p250_gs_p250_apep_light.png
932,SCAR-20 | Contractor,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Consumer Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_so_pmc_light.png
933,SCAR-20 | Carbon Fiber,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Industrial Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_am_carbon_fiber_light.png
934,SCAR-20 | Storm,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Consumer Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_so_stormfront_light.png
935,SCAR-20 | Sand Mesh,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Consumer Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_sp_mesh_sand_light.png
936,SCAR-20 | Palm,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Industrial Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_sp_palm_light.png
937,SCAR-20 | Brass,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_aq_brass_light.png
938,SCAR-20 | Splash Jam,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Classified,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_hy_hunter_blaze_pink_light.png
939,SCAR-20 | Emerald,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_an_emerald_bravo_light.png
940,SCAR-20 | Crimson Web,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_hy_webs_darker_light.png
941,SCAR-20 | Army Sheen,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Consumer Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_am_army_shine_light.png
942,SCAR-20 | Cyrex,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Classified,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_cu_scar_cyrex_light.png
943,SCAR-20 | Cardiac,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Classified,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_cu_scar20_intervention_light.png
944,SCAR-20 | Grotto,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_aq_scar20_leak_light.png
945,SCAR-20 | Green Marine,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_gs_scar20_peacemaker03_light.png
946,SCAR-20 | Outbreak,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_hy_scar20_jungler_light.png
947,SCAR-20 | Bloodsport,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Classified,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_gs_scar20_bloodsport_light.png
948,SCAR-20 | Powercore,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_gs_scar20_powercore_light.png
949,SCAR-20 | Blueprint,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_cu_blueprint_scar_light.png
950,SCAR-20 | Jungle Slipstream,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_hy_scar20_jungle_slipstream_light.png
951,SCAR-20 | Stone Mosaico,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Consumer Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_hy_canals_tile_light.png
952,SCAR-20 | Torn,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_sp_scar20_striker_dust_light.png
953,SCAR-20 | Assault,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_cu_scar_assault_light.png
954,SCAR-20 | Enforcer,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_gs_scar20_enforcer_light.png
955,SCAR-20 | Magna Carta,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_hy_authority_purple_light.png
956,SCAR-20 | Poultrygeist,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_sp_scar_chickenfight_light.png
957,SCAR-20 | Fragments,The SCAR-20 is a semi-automatic sniper rifle that trades a high rate of fire and powerful long-distance damage for sluggish movement speed and big price tag.,SCAR-20,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_scar20_gs_scar_fragments_black_light.png
958,SG 553 | Anodized Navy,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_an_navy_light.png
959,SG 553 | Bulldozer,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_so_yellow_light.png
960,SG 553 | Hypnotic,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_aa_vertigo_light.png
961,SG 553 | Ultraviolet,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_so_purple_light.png
962,SG 553 | Tornado,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Consumer Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_so_tornado_light.png
963,SG 553 | Waves Perforated,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Consumer Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_sp_tape_dots_waves_light.png
964,SG 553 | Wave Spray,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_sp_spray_waves_bravo_light.png
965,SG 553 | Gator Mesh,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Industrial Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_sp_mesh_python_light.png
966,SG 553 | Damascus Steel,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_aq_damascus_sg553_light.png
967,SG 553 | Pulse,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_cu_sg553_pulse_light.png
968,SG 553 | Army Sheen,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Consumer Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_am_army_shine_light.png
969,SG 553 | Traveler,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Industrial Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_cu_luggage_sg553_light.png
970,SG 553 | Fallout Warning,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Industrial Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_sp_nukestripe_maroon_sg553_light.png
971,SG 553 | Cyrex,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Classified,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_cu_sg553_cyrex_light.png
972,SG 553 | Tiger Moth,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_gs_sg553_tiger_moth_light.png
973,SG 553 | Atlas,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_cu_sg553_atlas_light.png
974,SG 553 | Aerial,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_cu_sg553_aerial_light.png
975,SG 553 | Triarch,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_cu_sg556_triarch_light.png
976,SG 553 | Phantom,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_gs_sg553_phantom_light.png
977,SG 553 | Aloha,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_sp_sg533_aloha_light.png
978,SG 553 | Integrale,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Classified,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_cu_sg553_rally_light.png
979,SG 553 | Desert Blossom,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_aa_desert_bloom_bright_light.png
980,SG 553 | Danger Close,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_gs_sg553_over_heated_light.png
981,SG 553 | Barricade,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Consumer Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_sp_asgard_wall_light.png
982,SG 553 | Candy Apple,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Industrial Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_so_red_sg553_light.png
983,SG 553 | Colony IV,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Classified,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_cu_sg553_reactor_light.png
984,SG 553 | Bleached,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Consumer Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_sp_desert_skulls_light.png
985,SG 553 | Darkwing,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_cu_sg553_darkwing_light.png
986,SG 553 | Ol' Rusty,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_gs_sg553_rusty_light.png
987,SG 553 | Lush Ruins,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Consumer Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_aa_ruins_green_light.png
988,SG 553 | Heavy Metal,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_gs_sg553_deathmetal_light.png
989,SG 553 | Hazard Pay,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Classified,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_cu_sg553_caution_light.png
990,SG 553 | Dragon Tech,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_cu_sg553_cyber_dragon_light.png
991,SG 553 | Cyberforce,The terrorist-exclusive SG553 is a premium scoped alternative to the AK47 for effective long-range engagement.,SG 553,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_sg556_cu_sg553_cyberforce_light.png
992,SSG 08 | Lichen Dashed,"The SSG08 bolt-action is a low-damage but very cost-effective sniper rifle, making it a smart choice for early-round long-range marksmanship.",SSG 08,Consumer Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_ssg08_sp_short_tape_light.png
993,SSG 08 | Dark Water,"The SSG08 bolt-action is a low-damage but very cost-effective sniper rifle, making it a smart choice for early-round long-range marksmanship.",SSG 08,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_ssg08_am_zebra_dark_light.png
994,SSG 08 | Carbon Fiber,"The SSG08 bolt-action is a low-damage but very cost-effective sniper rifle, making it a smart choice for early-round long-range marksmanship.",SSG 08,Industrial Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_ssg08_am_carbon_fiber_light.png
